NDB_No,Shrt_Desc,Water,Energ_Kcal,Protein,Lipid_Tot,Ash,Carbohydrt,Fiber_TD,Sugar_Tot,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,ZInc,Copper,Manganese,Selenium,Vit_C,Thiamin,Ribolfavin,Niacin,Panto_Acid,Vit_B6,Folate_Tot,Folic_Acid,Food_Folate,Folate_DFE,Choline_Tot,Vit_B12,Vit_A_IU,Vit_A_RAE,Retinol,Alpha_Carot,Beta_Carot,Beta_Crypt,Lycopene,Lut+Zea,Vit_E,Vit_K,FA_SAt,FA_Mono,FA_Poly,Cholestrl,GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
01164,"CHEESE SAU,PREP FROM RECIPE",66.86,197,10.33,14.92,2.41,5.48,0,17.39999962,311,0.03,19,229,142,493,1.26,0.019,0.04,14.5,0,0,0.243,0.204,0.233,0.045,10,0,8,11,18,0.52,606,166,163,0,0,0,0,0,0.04,0.2,8.034,4.735,1.397,9,243,1 cup,30,2 top,0
01165,"CHEESE,MEXICAN,QUESO andjoy,38.06,373,21.44,29.98,5.89,4.63,0,4.630000114,680,0.03,28,444,87,1131,2.94,0.008,0.003,14.5,0,0.02,0.209,0.032,0.252,0.045,1,0,1,1,15,0.52,187,54,54,0,4,0,0,0,0.26,2.5,19.033,8.528,0.901,105,132,1 cup,28,1 oz,0
01166,"CHEESE,MEXICAN,QUESO ASADERO",42.16,356,22.6,28.26,4.11,2.87,0,2.869999886,661,0.03,26,443,86,655,3.02,0.026,0.003,14.5,0,0.021,0.223,0.181,0.231,0.045,8,0,8,8,15,0.53,190,55,55,0,4,0,0,0,0.24,0.2,17.939,8.038,0.85,105,132,"1 cup, diced",113,"1 cup, shredded",0
01167,"CHEESE,MEXICAN,QUESO CHIHUAHUA",39.13,374,21.56,29.68,4.06,5.56,0,5.559999943,651,0.03,23,442,52,617,3.5,0.024,0.002,14.5,0,0,0.225,0.15,0.279,0,2,0,2,2,15,0.53,193,56,56,0,4,0,0,0,0.26,2.5,18.843,8.443,0.892,105,132,"1 cup, diced",113,"1 cup, shredded",0
01168,"CHEESE,LOFAT,CHEDDAR OR COLBY",63.1,173,24.35,7,3.64,1.91,0,0.519999981,415,0.03,16,484,66,612,1.82,0.021,0.006,14.5,0,0,0.221,0.051,0.183,0.045,11,0,11,11,15,0.53,207,60,60,0,4,0,0,0,0.06,0.2,4.342,2.082,0.222,0,132,"1 cup, diced",113,"1 cup, shredded",0
01169,"CHEESE,LOW-SODIUM,CHEDDAR OR COLBY",38.98,398,24.35,32.62,2.13,1.91,0,0.49000001,703,0.03,27,484,112,21,3.09,0.036,0.011,14.5,0,0.021,0.375,0.086,0.311,0,18,0,18,18,15,0.83,996,264,257,0,0,0,0,0,0.28,2.7,20.768,9.189,0.972,9,132,"1 cup, diced",113,"1 cup, shredded",0
01171,"EGG,WHOLE,RAW,FROZEN",75.85,148,11.95,10.2,0.95,1.05,0,17.20000076,59,0.25,11,202,130,133,1.38,0.03,0.003,2.5,0,0.021,0.46,0.075,1.48,0,10,0,10,10,18,0.52,525,158,158,0,3,0,0,0,0.01,0,3.147,3.886,1.412,31,227,1 cup,227,4 oz,0
01172,"EGG,WHITE,RAW,FROZEN",88.55,47,9.8,0,0.6,1.05,0,6.159999847,7,0.05,10,13,136,158,0.02,0.012,0.007,2.5,0,0.005,0.4,0.1,0.155,0,3,0,3,3,18,0.34,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,244,1 cup,227,4 oz,0
01173,"EGG,WHITE,DRIED",5.8,382,11.47,0,5.3,7.8,0,5.400000095,62,0.03,16.5,111,161,1280,0.1,0.021,0.007,11.3,0,0.005,0.279,0.105,0.775,0.036,18,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,1 cup,227,4 oz,0
01178,"SOUR CREAM,REDUCED FAT",71,181,7,14.1,0.9,7,0,0.300000012,141,0.06,11,85,211,70,0.27,0.01,0.003,2,0,0.04,0.24,0.07,0,0.02,11,0,11,11,19,0.3,436,119,117,0,0,0,0,0,0.04,0.7,8.7,4.1,0.5,0,244,1 cup,113,4 oz,0
01179,"SOUR CREAM,LIGHT",78.1,136,3.5,10.6,0.7,7.1,0,0.219999999,141,0.07,10,71,212,71,0.5,0.016,0.003,3.1,0,0.04,0.12,0.07,0,0.02,11,0,11,11,19,0.34,328,90,88,0,0,0,0,0,0.04,0,6.6,3.1,0.4,0,244,1 cup,113,4 oz,0
01180,"SOUR CREAM,FAT FREE",80.6,74,3.1,0,0.7,15.6,0,0.389999986,125,0.03,10,95,129,141,0.5,0.016,0.003,2.5,0,0.04,0.15,0.07,0,0.02,11,0,11,11,19,0.3,255,73,72,0,9,0,0,0,0,0,0,0,0,9,244,1 cup,113,4 oz,0
01182,"USDA COMMODITY,CHS,CHEDDAR,RED FAT",48.2,282,27.2,18.3,4.3,2,0,0.579999983,905,0.13,7,583,93,725,4.3,0.021,0.003,14.5,0,0.03,0.3,0.06,0.336,0.045,20,0,20,20,15,0.52,633,150,142,0,0,0,0,0,0.04,0.2,11.6,5.02,0.75,9,227,1 cup,227,.5 cup,0
01184,"YOGURT,VAN OR LEM FLAV,NONFAT MILK,SWTND W/LOW-CALORIE SWTNR",87.43,47,3.86,0.18,1,7.5,0,7.5,143,0.03,13,109,177,59,0.67,0.01,0.003,3.1,0,0.034,0.162,0.086,0,0.037,8,0,8,8,15,0.43,0,0,0,0,0,0,0,0,0,0,0.116,0.049,0.005,2,244,1 cup,113,4 oz,0
01185,"PARMESAN cos TOPPING,FAT FREE",8.6,370,40,5,6.4,4.97,0,1.5,800,0.25,7,700,161,1150,3,0.08,0.001,11.3,0,0,0.05,0.2,0.638,0.045,8,0,10,11,15,0.3,151,40,39,0,0,0,0,0,0.04,0.4,3.11,1.446,0.186,0,246,1 cup,227,4 oz,0
01186,"CHEESE,CREAM,FAT FREE",71.87,105,15.69,1,3.77,7.66,0,5.480000019,351,0.19,22,523,278,702,1.5,0.036,0.003,14.5,0,0.04,0.265,0.23,0.84,0.05,8,0,10,4,16,0.34,53,11,10,0,11,0,0,0,0.02,0.2,0.644,0.25,0.057,0,244,1 cup,227,4 oz,0
01187,"YOGURT,CHOC,NONFAT MILK",71.57,108,3.53,0,1.37,23.53,0,14.97000027,88,0.03,7,166,339,135,1.13,0.03,0.003,2,0,0.047,0.215,0.223,0.336,0,12,0,12,12,15,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,1 cup,227,4 oz,0
01188,KRAFT CHEEZ WHIZ PAST PROCESS cos SAU,51.5,276,12,21,5.8,9.2,0,6.699999809,359,0.19,11,806,240,158,1.64,0.03,0.038,14.5,0,0.045,0.24,0.1,0,0,10,0,3,7,15,0,649,117,401,0,9,0,0,0,0.01,0,13.1,1.25,0.523,0,120,2 top,227,1 cubic inch,0
01189,KRAFT CHEEZ WHIZ it PAST PROCESS cos PRODUCT,51.5,215,16.3,9.5,6.4,16.2,0,8.199999809,418,0.05,11,943,297,158,2.36,0.03,0.038,14.5,0,0.045,0.33,0.1,0.638,0,10,0,3,5,15,0,628,117,401,0,11,0,0,0,0.01,0,6.4,1.25,0.825,0,120,2 top,227,1 cubic inch,0
01190,KRAFT FREE SINGLES AMERICAN NONFAT PAST PROCESS cos PRODUCT,58,148,22.7,1,6.1,11.7,0,6.699999809,712,0.05,11,923,236,1298,2.5,0.03,0.038,3.1,0,0.045,0.28,0.194,0.638,0,8,0,3,7,15,0.3,414,0,233,0,9,0,0,0,0.04,0,0.7,0.049,1.374,9,227,1 oz,227,.5 cup,0
01191,KRAFT VELVEETA PAST PROCESS cos sped,45.8,303,16.3,22,6,9.8,0,8.100000381,466,0.05,7,863,335,1499,1.84,0.03,0.038,14.5,0,0.045,0.35,0.1,0.638,0,8,0,3,7,15,0.52,1107,0,242,0,9,0,0,0,0.26,0,14.4,1.25,0.523,0,120,1 oz,227,1 cubic inch,0
01192,KRAFT VELVEETA it RED FAT PAST PROCESS cos PRODUCT,51.3,222,19.6,10.6,6.6,11.8,0,8.5,574,0.05,11,1024,345,158,2.49,0.03,0.038,14.5,0,0.045,0.65,0.194,0.638,0,8,0,3,10,15,0.3,982,40,339,0,0,0,0,0,0.26,0,7.1,1.25,0.523,0,120,1 oz,227,1 cubic inch,0
01193,KRAFT BREAKSTONE'S RED FAT SOUR cry,76.2,152,4.5,12,0.8,6.5,0,6.400000095,161,0.06,11,110,210,59,1.38,0.011,0.003,2.3,0,0.045,0,0.105,0,0,10,0,3,7,18,0.83,1053,0,339,0,3,0,0,0,0.04,0,7.6,3.1,0.003,9,227,2 top,227,.5 cup,0
01194,KRAFT BREAKSTONE'S FREE FAT FREE SOUR cry,77.7,91,4.7,1.3,1.2,15.1,0,7.199999809,141,0.05,13,116,219,72,1.38,0.011,0.003,2.3,0,0.045,0,0,0,0,10,0,3,8,18,0.83,679,2,401,0,3,0,0,0,0.04,0,0.8,3.1,0.003,9,227,2 top,227,4 oz,0
01195,KRAFT brewers LOWFAT STRAWBERRY YOGURT (1% MILKFAT),76.5,96,3.8,0.8,0.7,18.2,0,17.39999962,125,0.39,13,89,192,52,1.38,0.016,0.002,2,0,0.03,0.19,0.1,0.155,0,10,0,12,12,18,0.53,34,49,274,0,3,0,0,0,0.04,0,0.5,1.036,0.339,9,227,"1 container, i (8 oz)",227,4 oz,0
01196,KRAFT brewers it no lily LOWFAT STR'BERY YOGURT (1% MILKFAT),73.3,108,3.2,0.8,0.6,21.9,0,3.5499999525,91,0.06,13,67,151,45,1.38,0.016,0.002,2,0,0.03,0.14,0.1,0.155,0,3,0,10,12,18,0.83,30,49,274,0,9,0,0,0,0.04,0,0.5,1.036,0.717,9,244,"1 container, i (4.4 oz)",227,4 oz,0
01197,KRAFT brewers SMOTH&CRMY LOWFAT STR'BERY YOGURT (1% MILKFAT),74.8,102,3.8,0.9,0.7,19.9,0,17.20000076,108,0.13,13,78,177,55,1.38,0.016,0.002,2,0,0.03,0.18,0.1,0.155,0,18,0,10,12,18,0.52,31,49,274,0,3,0,0,0,0.04,0,0.5,1.036,0.427,9,227,"1 container, i (8 oz)",227,4 oz,0
01198,KRAFT brewers it NONFAT STR'BERY YOGURT (W/ASPRT&FRUCT swat,86,55,3.4,0.2,0.6,9.9,0,7.699999809,95,0.39,13,68,146,45,2.81,0.016,0.006,2,0,0.045,0.14,0,0.155,0,3,0,10,12,18,0.83,4,49,274,0,3,0,0,0,0.04,0,0.1,1.036,0.427,5,227,"1 container, i (8 oz)",227,4 oz,0
01199,"CREAM,HALF & HALF,FAT FREE",86,59,2.6,1.4,1,9,0,5,96,0.03,16,151,206,144,0.81,0.016,0.002,2,0,0,0.237,0.124,0.459,0,4,0,4,4,15,0.52,43,12,12,0,3,0,0,0,0.04,0.2,0.841,0.384,0.052,5,244,1 cup,227,4 oz,0
01200,redid win FAT FREE WHIPPED TOPPING,66.44,149,3,5,0.56,25,0,16,108,0.03,7,68,108,72,0.31,0.019,0.003,2.5,0,0.039,0.619,0.364,0,0,0,0,0,11,0,0.34,175,49,48,0,9,0,0,0,0.04,0.3,2.869,1.25,0.299,0,244,1 cup,113,4 oz,0
01202,"MILK,CHOC,FLUID,COMM,RED fatwa ADDED CA",82.17,78,2.99,1.9,0.81,12.13,0,9.550000191,194,0.24,14,76,123,66,0.39,0.01,0.062,2.3,0,0.045,0.565,0.164,0.539,0,2,0,2,2,18,0.33,227,64,63,0,11,0,0,0,0.04,0.2,1.177,0.455,0.089,8,250,1 cup,31,1 fly oz,0
01203,"YOGURT,FRUIT,LOFAT,W/LO CAL SWEETENER",74.1,105,4.86,1.41,1.03,18.6,0,2.900000095,152,0.07,16,133,194,58,0.82,0.08,0.003,3.1,0,0.041,0.18,0.105,0.544,0.045,10,0,10,10,15,0.52,441,131,131,0,4,0,0,0,0.06,0,0.909,0.387,0.04,6,227,"1 8 oz container, i (8 oz)",227,"1 cup, i (8 fly oz)",0
01204,"CHEESE,PARMESAN,DRY GRATED,RED FAT",50.6,265,20,20,8.03,1.37,0,0,1109,0.05,7,729,125,1529,3.87,0.03,0.003,14.5,0,0.029,0.486,0.114,0.325,0.045,10,0,10,10,18,0.52,605,160,156,0,0,0,0,0,0.04,1.7,13.317,6.098,0.462,0,227,1 cup,5,1 top,0
01205,"CREAM SUB,FLAV,LIQ",50.06,251,0.69,13.5,0.55,4.97,0,3.5499999525,6,0.03,19,28,96,80,0.25,0.01,0.017,2.5,0,0,0.024,0.091,0.01,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.23,0,2.635,4.002,0.546,0,244,1 cup,227,4 oz,0
01206,"CREAM SUB,FLAV,POWDERED",1.52,495,0,21.47,0.79,4.97,0,3.5499999525,5,0.03,7,28,90,196,0.23,0.03,0.017,2.5,0,0,0.027,0.084,0.009,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.04,1.1,19.446,0.618,0.229,0,244,1 cup,227,4 oz,0
01208,"CHEESE,PROVOLONE,RED FAT",50.6,274,24.7,17.6,3.6,3.5,0,0.550000012,756,0.03,28,496,138,876,3.23,0.026,0.01,14.5,0,0,0.321,0.156,0.476,0.045,10,0,10,10,18,0.52,532,141,137,0,0,0,0,0,0.04,0.3,11.3,4.89,0.51,0,132,"1 cup, diced",113,"1 cup, shredded",0
01209,"CHEESE,MEXICAN,BLEND,RED FAT",48.2,282,24.69,19.4,4.3,3.41,0,0.560000002,1146,0.13,7,583,93,776,4.3,0.021,0.003,14.5,0,0.03,0.3,0.06,0.336,0.045,20,0,20,20,14,0.52,586,155,151,0,0,0,0,0,0.04,0,11.58,5.02,0.75,9,227,1 cup,227,4 oz,0
01210,"EGG MIX,USDA CMDTY",2.78,549,35.6,34.5,3.15,23.97,0,2.460000038,171,0.25,11,451,373,576,2.76,0.01,0.002,11.3,0,0.039,0.279,0.267,0.3935,0.05,10,0,10,10,16,0.49,398,117,116,0,0,0,0,0,0.23,0.7,10.305,13.745,0.546,31,227,1 cup,227,4 oz,0
1111,"ALLSPICE,GROUND",8.46,263,6.09,8.69,4.65,4.97,0,17.39999962,661,0.25,16.5,113,161,77,1.01,0.03,0.017,14.5,0,0,0.063,0.105,0.638,0.045,8,0,10,11,18,0,540,27,0,0,0,0,0,0,0.01,0.2,2.55,0.66,2.36,0,244,1 top,2,1 top,0
1111,ANISE SEED,9.54,337,17.6,15.9,6.95,4.97,0,17.20000076,646,0.25,16.5,440,161,16,5.3,0.03,0.017,14.5,0,0.039,0.29,0.105,0.797,0.053,10,0,10,10,18,0,311,16,0,0,0,0,0,0,0.01,0.2,0.586,9.78,0.546,0,244,"1 tbsp, whole",2,"1 top whole",0
1111,"SPICES,BASIL,DRIED",6.43,251,14.37,3.98,1.55,4.97,0,1.710000038,169,0.25,16.5,490,161,34,5.82,0.03,0.017,2.8,0,0.039,0.316,0.105,0.544,0.053,10,0,10,10,16,0,414,469,0,0,13,0,0,0,0.23,1.1,0.24,0.453,2.168,0,227,"1 top leaves",2,"1 tbsp, leaves",0
1111,"SPICES,BAY LEAF",5.44,313,7.61,8.36,3.62,4.97,0,17.39999962,834,0.25,16.5,113,161,23,3.7,0.03,0.017,2.8,0,0,0.421,0.105,0,0.053,10,0,10,10,18,0,414,309,0,0,0,0,0,0,0.04,0,2.28,1.64,2.29,0,227,"1 tbsp, crumbled",227,"1 top crumbled",0
1111,CARAWAY SEED,9.87,333,19.77,14.59,5.87,4.97,0,0.639999986,689,0.25,16.5,568,161,17,5.5,0.03,0.017,14.5,0,0.039,0.379,0.105,0.638,0.053,10,0,10,10,18,0,363,18,0,0,13,0,0,0,0.23,0,0.62,7.125,0.546,0,244,1 top,2,1 top,0
1111,"SPICES,CARDAMOM",8.28,311,10.76,6.7,5.78,4.97,0,17.39999962,383,0.25,16.5,178,161,18,1.18,0.03,0.017,14.5,0,0.039,0.182,0.105,0.638,0.045,8,0,12,5,18,0,0,0,0,0,0,0,0,0,0.01,0,0.68,0.87,0.43,0,244,"1 tbsp, ground",2,"1 top ground",0
1111,CELERY SEED,6.04,392,18.07,25.27,9.27,4.97,0,0.670000017,169,0.25,16.5,547,161,160,1.18,0.03,0.017,14.5,0,0.039,0.29,0.105,0.336,0.053,10,0,10,10,18,0,52,3,0,0,0,0,0,0,0.01,0,2.19,15.93,0.546,0,244,1 top,2,1 top,0
1111,"CHERVIL,DRIED",7.2,237,23.2,3.9,1.55,4.97,0,17.39999962,1346,0.25,16.5,450,161,83,1.18,0.03,0.017,3.1,0,0.039,0.68,0.105,0.638,0.053,10,0,10,10,18,0,414,293,0,0,0,0,0,0,0.24,0,0.169,1.399,1.8,0,227,1 top,227,1 top,0
1111,CHILI POWDER,7.79,314,12.26,16.76,8.53,4.97,0,7.190000057,278,0.25,16.5,303,161,1010,2.7,0.03,0.017,14.5,0,0.039,0.794,0.105,0.26,0.053,10,0,10,10,16,0,414,107,0,0,13,0,0,0,0.23,1.1,2.953,3.574,0.546,0,227,1 top,3,1 top,0
1111,"CINNAMON,GROUND",10.58,247,3.99,1.24,3.6,4.97,0,2.170000076,1002,0.25,16.5,64,161,10,1.83,0.03,0.017,3.1,0,0.005,0.041,0.105,0.358,0.045,6,0,6,6,18,0,295,15,0,0,0,0,0,0,0.23,1.1,0.345,0.246,0.068,0,244,1 top,3,1 top,0
1111,"CLOVES,GROUND",6.86,323,5.98,20.07,5.88,4.97,0,2.380000114,646,0.25,16.5,105,161,243,1.09,0.03,0.017,14.5,0,0.041,0.267,0.105,0.336,0.053,10,0,10,10,18,0,530,27,0,0,0,0,0,0,0.23,1.1,5.438,1.471,0.546,0,245,1 top,2,1 top,0
